TRAIN_CO,CAR_CO,TRAIN_TT,CAR_TT,TRAIN_WT,CAR_WT,INC,FULL,FLEX,CHOICE,TRAIN_AV,CAR_AV
16.001543,74.16877,89.40251,10.0504675,29.028429,9.797947,0.41246957,1,0,1,1,1
39.974724,54.16666,94.73524,21.800762,15.586097,19.874252,0.233347,0,0,1,1,1
40.5094,44.907703,11.979654,10.725238,12.133375,7.7612824,0.2851778,0,1,0,1,1
77.61043,77.83166,68.199455,90.8656,27.4712,15.60715,0.44124058,1,1,0,1,1
30.57331,26.666199,65.55162,77.70261,15.404315,17.319607,0.20976011,0,1,1,1,1
55.297394,64.50158,86.93419,68.647125,24.692923,18.299946,0.4648779,1,1,0,1,1
28.02963,25.733433,94.45558,91.91511,18.185091,19.13953,0.51139367,1,1,1,1,1
48.789536,63.514977,47.33457,26.080343,20.958971,12.3248005,0.311197,1,0,1,1,1
99.11162,95.69774,68.64597,72.71159,13.287618,15.63821,0.54264796,1,0,0,1,1
1.7264744,2.9569368,92.81142,88.73476,28.412668,23.476442,0.40041438,1,1,1,1,1
35.063904,24.818737,63.84523,93.57752,20.542084,24.375078,0.2669405,0,0,1,1,1
22.398098,21.050291,35.645645,20.433167,14.192398,23.37584,0.15799852,0,1,1,1,1
25.225365,17.75639,35.35025,72.10864,20.465082,11.092278,0.23808202,0,1,1,1,1
45.88453,63.91769,95.95466,46.862564,22.813108,20.036055,0.4383955,1,1,1,1,1
3.4020665,10.48602,43.566044,14.625969,18.666187,14.628184,0.35138425,1,1,1,1,1
55.93573,60.721447,94.922806,67.95346,22.241068,28.475939,0.25018224,0,1,0,1,1
32.469975,79.30823,86.433105,22.847189,18.552647,6.6797156,0.47160524,1,0,0,1,1
47.904625,40.22849,5.312357,16.22014,5.211312,7.746024,0.54925853,1,1,1,1,1
48.229603,70.030174,90.509834,49.165977,18.05394,13.313036,0.46171635,1,0,1,1,1
78.52553,96.051186,92.38716,19.425655,25.210472,12.142819,0.18120031,0,0,1,1,1
48.399033,45.11766,66.07799,82.897385,16.225113,26.629694,0.30336654,0,1,0,1,1
88.74822,65.2623,41.59561,77.0094,10.012136,28.67797,0.5062549,1,1,0,1,1
18.091913,47.02386,61.595478,6.740458,10.498401,6.803162,0.6853614,1,1,1,1,1
33.632496,27.723982,63.02667,62.951782,8.98939,13.753012,0.4676304,1,1,1,1,1
25.33392,32.227478,61.96382,44.69479,23.491882,17.595734,0.2001447,0,0,0,1,1
39.789936,7.083794,34.66698,71.84014,11.9587145,15.278494,0.7490834,1,0,1,1,1
84.57808,80.64631,81.069756,85.91124,9.676647,23.295103,0.1803424,0,1,0,1,1
80.23377,85.97373,91.586235,83.898224,26.591326,17.397297,0.5390402,1,1,1,1,1
76.36848,57.957066,23.49409,78.72757,14.723934,21.524336,0.397107,1,1,0,1,1
54.431828,35.18484,25.007725,99.78708,8.697275,29.243153,0.23308885,0,1,0,1,1
58.1564,40.887703,40.856873,61.48627,14.416787,17.695791,0.5260538,1,0,1,1,1
70.302536,70.19208,43.270485,32.253902,13.889342,17.559042,0.2256276,0,1,1,1,1
21.063673,45.675655,89.09188,13.718637,29.603874,5.468151,0.22795409,0,0,0,1,1
96.62799,74.627014,24.204662,92.47658,5.731472,22.352627,0.27154565,0,0,0,1,1
68.07107,65.22106,44.806408,52.14812,19.749907,17.781904,0.20493169,0,1,1,1,1
12.640232,36.35584,66.55612,10.1180935,9.0746565,5.309532,0.4735619,1,1,0,1,1
18.69118,40.20913,78.95498,40.674923,19.3652,15.485393,0.5294961,1,1,0,1,1
95.21164,79.67121,17.866339,55.360394,5.196635,20.28982,0.26675177,0,0,0,1,1
62.77187,41.513367,23.212523,83.325035,12.58596,25.542543,0.36271143,0,0,0,1,1
70.60877,33.94914,43.245968,95.96571,23.588137,25.01589,0.7176072,1,0,0,1,1
23.861609,22.14731,79.75022,99.35945,26.768759,26.159367,0.24962483,0,0,0,1,1
55.624474,5.2820015,29.111778,76.52232,15.568078,26.673525,0.76620126,1,0,1,1,1
32.633213,22.01772,15.401115,40.70289,10.761097,18.79202,0.23400524,0,1,1,1,1
41.940083,55.80253,62.475513,9.291211,11.018305,19.814014,0.43949118,1,1,0,1,1
25.688557,17.308695,32.561584,76.03435,14.443825,27.315031,0.18213949,0,1,1,1,1
15.11428,16.664461,64.520294,64.65272,18.384453,6.7386074,0.26394233,0,1,1,1,1
21.189816,22.778046,11.433986,21.762774,13.616965,6.9366674,0.48353967,1,1,0,1,1
95.84593,56.3454,38.76708,95.074425,11.229843,25.978168,0.45135868,1,0,0,1,1
9.5554905,4.8216605,21.863106,38.29566,7.564058,27.084476,0.2081922,0,1,0,1,1
64.37305,45.64748,5.7603173,85.242935,6.410744,18.676117,0.19954596,0,0,1,1,1
64.475136,48.86072,5.991648,32.160343,6.305147,11.392408,0.51917714,1,1,0,1,1
80.72769,53.875103,13.04066,91.20062,6.047985,23.958376,0.28527045,0,0,1,1,1
23.69082,21.273064,34.988483,42.705555,18.434385,13.735226,0.37381542,1,1,1,1,1
88.51729,97.34362,87.99034,40.405754,26.071257,20.722483,0.28656235,0,1,0,1,1
6.8676734,21.080538,91.71448,22.304884,20.15203,11.395154,0.27845955,0,1,1,1,1
69.84599,59.254593,21.140335,35.773518,8.160016,12.680649,0.4340584,1,1,1,1,1
48.918037,53.610905,35.096752,27.04637,20.214275,15.733655,0.5916072,1,1,1,1,1
81.767685,81.12005,51.64072,40.081882,19.938814,28.792025,0.27116144,0,0,0,1,1
39.347614,47.618813,75.52898,38.804707,28.430677,23.025272,0.22651027,0,1,0,1,1
90.36784,91.924706,66.15464,54.656616,11.575534,19.884254,0.54712015,1,1,0,1,1
54.630054,60.62297,67.63762,52.622913,19.47948,21.828793,0.5359539,1,1,0,1,1
83.81785,64.62642,19.17625,61.62279,13.103512,14.111219,0.5832328,1,1,1,1,1
58.387833,71.95199,33.331947,35.468002,18.711323,6.9765067,0.67163956,1,0,0,1,1
77.59921,89.40597,40.70365,10.106728,23.032255,21.955524,0.4929617,1,1,0,1,1
79.65604,83.790146,98.91965,83.67421,17.23337,18.050823,0.25095508,0,1,0,1,1
80.14334,64.485275,37.627274,68.747215,6.704586,15.435756,0.37912267,1,1,1,1,1
83.88063,62.88312,63.297077,68.158875,6.192971,25.681347,0.48147622,1,0,0,1,1
69.44046,63.066822,6.268575,13.333035,8.971669,7.167894,0.7278126,1,0,1,1,1
8.93505,19.12426,78.87955,19.825478,27.316082,23.310623,0.18145484,0,1,0,1,1
61.253025,81.11864,95.2388,49.17381,28.47142,20.384144,0.44295013,1,1,1,1,1
46.80038,64.40034,71.78331,28.858917,22.717093,23.895813,0.52542037,1,1,0,1,1
71.03272,48.005203,16.039545,74.9001,19.536516,15.022305,0.38099396,1,0,0,1,1
81.34878,71.57776,28.427141,42.52514,5.7152605,24.662523,0.27615175,0,1,1,1,1
46.399044,55.544296,44.799175,17.683153,12.075111,9.817012,0.38177207,0,0,0,1,1
49.151886,61.41877,65.043,9.896255,10.733935,14.091008,0.2717099,0,0,0,1,1
64.172066,57.877567,14.0696745,22.260635,9.576654,12.014909,0.4378566,1,0,1,1,1
58.253113,56.175747,42.079376,53.38481,9.928018,14.679235,0.213132,0,1,1,1,1
45.530552,47.952347,35.58692,45.461777,11.31743,12.122438,0.17130636,0,0,0,1,1
3.7796476,9.285189,97.2759,81.70791,29.19398,22.39246,0.4048674,1,1,1,1,1
63.807785,99.01829,97.07233,43.79283,28.943695,5.939875,0.47371647,1,1,0,1,1
6.7842913,21.641165,75.62471,38.92503,19.125126,15.103235,0.46664903,1,1,0,1,1
27.726517,20.297646,54.180485,64.870514,10.93881,25.588629,0.33903047,1,1,0,1,1
10.654648,8.613922,20.625595,22.746685,7.7522583,6.3342137,0.25050065,0,1,1,1,1
12.502507,37.79706,95.191246,35.31517,9.318714,14.422364,0.63468623,1,1,0,1,1
16.330063,14.196458,92.57346,98.89344,28.682999,29.970657,0.26465204,0,0,0,1,1
12.216496,15.295832,88.844215,72.53461,17.100887,21.724054,0.30776212,0,1,0,1,1
79.471214,42.44646,9.848667,96.99284,6.1809244,28.1295,0.40915912,1,1,0,1,1
55.109283,60.495136,78.61932,38.670246,14.150059,17.76242,0.2142783,0,0,1,1,1
39.800976,16.705954,15.0600395,60.72912,5.2895327,13.259274,0.5036308,1,1,0,1,1
24.370687,27.797445,91.0126,91.89692,25.716087,20.623442,0.5090153,1,0,1,1,1
10.303011,20.612068,60.849216,47.380283,20.058378,12.76562,0.2917034,1,0,0,1,1
19.79066,21.067352,98.86853,59.856606,16.969551,27.15782,0.21763858,0,1,1,1,1
71.9338,50.080677,45.722828,88.9112,8.967965,28.625336,0.2930131,0,0,0,1,1
19.510195,10.550333,29.682661,92.92282,15.893026,15.907402,0.22175485,0,1,0,1,1
55.192017,58.617275,65.69674,54.74568,23.605648,16.933527,0.34262243,0,1,1,1,1
87.838715,86.93381,83.546,73.42679,22.42687,26.142046,0.21452513,1,0,1,1,1
22.907015,19.956623,54.524,45.813175,8.033411,21.164078,0.3058849,0,0,0,1,1
10.314678,10.222816,45.326088,49.04321,13.639734,8.561462,0.5080375,1,1,0,1,1
45.96652,40.639038,55.44529,72.83207,9.885755,25.788794,0.22889097,0,1,0,1,1
0.37294573,13.125132,99.931,82.71832,29.138311,14.269484,0.26710272,0,0,0,1,1
20.306183,56.152515,68.73774,8.622807,9.703497,8.263718,0.80473554,1,1,0,1,1
2.0331225,0.23836678,80.009735,89.19927,28.041653,25.364262,0.209293,0,0,1,1,1
55.50506,89.73343,98.25082,10.291425,24.351313,5.0621405,0.38986322,0,0,1,1,1
24.095356,1.3978324,7.497267,60.763638,5.190324,12.085407,0.23560964,1,0,0,1,1
29.740965,47.699932,75.91206,18.032734,11.144192,12.369588,0.44515342,1,1,1,1,1
32.00282,9.0155115,63.575867,94.888565,13.189885,20.499535,0.5353102,1,0,0,1,1
23.251406,23.388556,53.20604,49.995106,13.519197,13.656712,0.33996552,0,1,1,1,1
22.14911,4.656971,32.14084,73.63668,9.805604,25.383373,0.2492019,0,0,0,1,1
73.5185,26.653484,28.601656,52.302193,5.231164,23.851141,0.85136735,1,0,1,1,1
27.08208,33.20563,22.133173,8.069361,17.285845,6.1267204,0.21486,0,0,1,1,1
74.49794,84.65926,60.463192,49.832104,22.112707,19.992117,0.32009497,1,0,0,1,1
4.0823236,19.807837,72.61412,6.180852,29.151188,8.154612,0.22512208,0,1,0,1,1
66.165855,70.51389,86.58148,65.96273,28.202482,27.839697,0.31269267,1,1,1,1,1
27.911032,27.54753,70.21193,73.798454,22.832495,18.49096,0.28639042,0,0,1,1,1
39.940605,21.191753,30.187313,52.333595,6.1995173,29.087933,0.29397294,0,0,1,1,1
76.974915,79.6329,42.718105,9.987427,17.34662,27.796495,0.20189625,0,1,0,1,1
85.93545,93.66644,53.736523,60.67426,28.574726,7.4325256,0.5377348,1,1,1,1,1
12.028872,0.6055974,37.6994,84.803795,7.217278,19.531849,0.2526062,0,1,1,1,1
40.192066,34.119644,56.832222,96.74653,26.02358,24.735094,0.25055212,0,1,0,1,1
9.923092,0.40696546,70.18109,88.67642,22.863033,29.202036,0.27552935,1,1,1,1,1
88.05144,76.6251,33.470825,82.1388,18.184662,20.183887,0.3506132,0,0,0,1,1
76.29958,88.02972,78.70565,40.46127,27.30361,16.37772,0.2269799,0,1,0,1,1
36.543797,5.142674,8.963965,34.04125,6.236664,19.569672,0.49972183,1,0,1,1,1
76.75502,84.92792,66.32111,40.93285,18.891472,21.992674,0.5395512,1,1,0,1,1
89.109535,50.10162,17.178345,97.50699,7.242169,22.817781,0.483207,1,1,0,1,1
80.21997,67.34667,57.02699,53.393314,12.035493,27.563778,0.46954718,1,0,0,1,1
38.675697,35.71251,32.69473,16.201187,14.760171,26.182241,0.28151828,0,1,1,1,1
73.18134,59.13792,14.248475,73.869225,6.644825,17.608078,0.29329586,0,0,0,1,1
36.572014,38.731743,90.26363,78.71903,24.454504,27.683428,0.24541056,0,0,0,1,1
36.85205,29.794916,48.47038,82.271675,13.547178,7.7114563,0.39066058,1,1,0,1,1
58.118263,49.700977,13.021592,40.0979,18.324375,26.991972,0.26288462,0,1,0,1,1
38.717697,65.24053,75.321526,28.141306,19.079712,18.36405,0.5111391,1,0,1,1,1
83.45943,83.78372,39.55509,41.011356,11.899879,8.216697,0.5004885,1,0,1,1,1
45.57094,21.036882,36.68831,79.39876,18.684772,20.561644,0.58170986,1,0,0,1,1
91.99046,49.5201,15.110343,98.733604,12.593399,28.077848,0.50634146,1,1,1,1,1
97.368614,99.937454,22.683834,20.089695,19.225435,19.055794,0.54008037,1,1,0,1,1
44.443497,37.571953,54.328636,61.57482,23.135021,23.539104,0.47614893,1,0,1,1,1
76.07288,77.62367,15.699117,12.560164,8.023528,6.014516,0.28850922,0,1,0,1,1
67.90463,91.36325,50.97293,16.794243,21.161226,12.9784355,0.5932294,1,1,1,1,1
63.2413,77.18463,93.491394,90.29056,29.3279,20.300598,0.69322056,1,0,0,1,1
61.99825,44.827946,42.891243,94.67384,22.136305,23.426144,0.3582353,1,1,1,1,1
90.52387,90.59393,81.52174,82.07098,20.511648,28.219597,0.25938773,0,1,0,1,1
47.33786,53.88227,67.76987,65.14337,12.9780655,7.587349,0.60395026,1,1,0,1,1
80.360344,68.68344,63.276337,83.35915,15.353399,27.507587,0.4644035,1,1,0,1,1
53.21349,31.304728,16.768805,72.79552,11.211202,28.33261,0.28462937,0,0,1,1,1
49.985134,78.551796,38.396446,8.487258,23.911413,9.505752,0.7659552,1,1,1,1,1
74.59426,76.23648,40.9466,53.445873,20.635675,6.6572294,0.31308076,0,1,1,1,1
49.66366,30.233881,26.082748,88.7178,20.869677,24.268627,0.32372388,0,0,1,1,1
96.83264,97.94777,26.553627,18.488438,12.375096,16.435326,0.7776911,1,1,1,1,1
50.642216,54.440285,18.568674,19.8716,12.309294,7.1574354,0.5089666,1,1,0,1,1
38.439926,29.982079,16.686104,46.395622,13.090237,29.157946,0.28328934,0,1,0,1,1
12.017068,37.717365,42.207664,11.307026,11.859693,6.481226,0.64135444,1,0,1,1,1
51.623405,51.08964,8.604416,17.769249,16.565763,14.870534,0.24042271,0,1,0,1,1
54.494274,48.1919,19.726072,58.164402,24.9909,23.593632,0.2824137,0,1,1,1,1
70.041245,54.23174,21.211655,86.30124,15.924042,21.458239,0.2510301,0,0,0,1,1
57.446663,75.447205,78.17966,36.58731,24.187382,28.032024,0.6003635,1,1,0,1,1
48.27139,67.7204,27.723862,8.313748,15.629228,5.849353,0.4003627,1,0,0,1,1
14.800554,28.30375,38.011948,37.96788,25.14277,9.398334,0.6137793,1,0,1,1,1
40.50964,29.97647,67.18263,98.87625,28.190025,29.013596,0.4209378,1,1,0,1,1
14.863975,13.547305,27.132715,40.95197,16.437067,16.138132,0.28159505,0,0,0,1,1
58.893497,85.51665,44.992603,13.258343,16.570675,5.895797,0.48406416,1,0,0,1,1
81.85091,55.81298,69.27164,78.689896,16.196636,28.263575,0.88184965,1,0,0,1,1
37.995045,51.788116,62.5078,14.236066,7.7627535,9.820848,0.38628724,1,1,0,1,1
72.21502,71.56918,8.750925,17.829967,7.3207073,12.209369,0.25383145,0,0,0,1,1
36.283524,45.230057,91.01642,74.13656,25.170233,10.072034,0.356271,0,1,0,1,1
66.736275,75.65554,89.46036,45.44071,24.999365,26.51041,0.30244574,0,1,0,1,1
33.655533,30.391945,41.850834,38.39463,9.912804,13.19283,0.49040326,1,1,1,1,1
67.27221,87.097115,91.22529,49.773514,9.714984,9.755171,0.6304015,1,1,0,1,1
75.61266,62.95052,47.952496,75.75029,12.368542,14.619421,0.46990734,1,1,1,1,1
26.648937,72.94428,72.41316,12.320457,24.394934,23.589739,0.76336753,1,0,1,1,1
40.469772,11.431331,20.285704,65.50197,12.270194,23.428862,0.37037426,1,0,0,1,1
14.362545,24.968088,87.05643,28.881079,24.549297,18.723454,0.27111652,0,1,1,1,1
56.056545,5.064819,6.316945,60.508385,5.2166944,21.457647,0.5594295,1,0,1,1,1
0.22965667,6.828981,12.038855,14.678873,14.78078,6.8652987,0.4853438,1,0,0,1,1
85.11722,95.59791,40.711994,34.5646,22.364012,6.451758,0.48174313,1,1,0,1,1
59.998886,39.654602,28.689535,62.56548,17.71328,20.809427,0.63906085,1,1,1,1,1
71.57775,81.22396,53.69922,19.776426,11.346278,8.604551,0.35103318,1,1,1,1,1
44.635406,42.761948,65.957275,80.47255,8.517482,9.444068,0.23755673,0,0,0,1,1
37.21724,65.76514,56.215023,6.5939283,29.740116,13.999744,0.4633373,1,1,0,1,1
24.150898,34.023777,83.84185,51.186703,15.418713,7.256756,0.20953454,0,0,1,1,1
40.348984,50.96015,30.566866,25.021446,17.14667,9.678122,0.6465745,1,0,1,1,1
95.04951,84.17902,21.250294,56.719994,12.152825,23.724712,0.29087207,0,0,0,1,1
21.382948,22.094805,55.011112,63.56264,14.804814,14.440679,0.23754877,0,0,0,1,1
25.293663,10.658405,16.06579,95.498566,25.400871,27.228544,0.20014037,0,0,0,1,1
4.94671,8.344202,61.98163,40.605156,11.907202,19.16481,0.39810157,1,1,0,1,1
4.577557,71.383125,84.480316,5.1898727,10.594958,5.040748,0.76177907,1,0,0,1,1
33.30969,95.71358,95.30957,36.001446,25.416145,10.783925,0.7399634,1,0,1,1,1
80.93197,91.2366,60.24529,66.1672,20.233341,8.9736805,0.5850561,1,0,0,1,1
15.480734,31.746838,53.89558,51.506138,26.4105,7.492076,0.3558578,1,0,1,1,1
73.76653,78.08418,78.78804,57.823154,20.50269,21.128204,0.4099834,0,1,1,1,1
19.03087,9.984484,68.84924,74.2304,18.836325,26.458368,0.41384172,1,0,0,1,1
66.55412,77.636604,20.559816,8.684625,11.4922905,6.308132,0.6693636,1,1,0,1,1
49.53472,46.07965,45.618042,65.439644,15.609857,14.96762,0.30126464,0,1,1,1,1
60.93097,57.259483,19.667303,60.503323,22.156303,10.606962,0.23954652,0,0,0,1,1
2.3591225,2.8043818,58.83665,52.73539,13.61532,15.779711,0.21160154,0,1,0,1,1
56.116863,55.389484,53.36479,61.43161,11.585953,7.211788,0.46427688,1,0,1,1,1
16.045483,24.64396,99.14607,63.017303,27.74177,19.480589,0.18501307,0,1,0,1,1
58.12164,72.52575,90.51392,61.039497,16.847916,21.087103,0.89436686,1,1,1,1,1
80.38796,70.236206,19.385448,68.106964,18.366278,18.544403,0.19555134,0,0,0,1,1
35.973083,70.87274,62.729103,22.610006,24.402025,5.945418,0.46017292,1,0,1,1,1
34.93851,22.341043,50.42941,97.398384,14.118558,23.114946,0.25418305,0,0,0,1,1
0.67292655,6.9219055,83.71932,60.849285,9.15367,8.76102,0.6352545,1,1,1,1,1
15.887976,68.79472,93.29542,18.92719,26.292467,7.3256683,0.6481829,1,1,0,1,1
43.942703,94.642,83.73269,9.0841055,24.162876,20.260813,0.63793623,1,0,1,1,1
59.909054,3.9502363,7.5428686,95.366776,11.040933,29.41743,0.38407296,1,0,0,1,1
59.654068,93.453384,89.57573,25.48582,22.452543,10.179145,0.52522516,1,1,0,1,1
68.124886,20.611855,20.608356,61.4786,15.285071,22.76228,0.8754303,1,0,1,1,1
62.217804,60.16783,40.84361,47.210888,8.070016,19.488405,0.29607588,0,0,0,1,1
16.93467,19.953972,82.73669,69.42605,21.469053,18.076262,0.26924208,0,1,1,1,1
76.4303,56.40366,23.815042,69.76209,24.575693,21.422562,0.65022737,1,1,1,1,1
99.66414,76.18501,21.722475,70.01099,10.783579,17.164066,0.5803266,1,1,0,1,1
38.121452,74.557816,99.281425,54.591507,29.74053,14.96579,0.384614,1,0,0,1,1
10.26641,4.3533535,9.246381,18.59382,13.823229,20.845858,0.24640265,0,1,1,1,1
86.30145,97.44193,34.530643,44.889153,22.525265,9.823707,0.5545392,1,0,0,1,1
79.76426,82.96036,44.10044,41.48746,11.163015,8.03321,0.5903739,1,0,1,1,1
9.472597,0.24323285,30.707273,42.80084,5.958746,14.41294,0.37326106,1,0,0,1,1
19.903038,6.635387,28.368109,87.40787,8.715487,20.84259,0.24048351,0,0,0,1,1
68.42826,58.722904,65.21591,71.36132,7.044328,26.964943,0.48353466,1,1,0,1,1
54.64947,24.340826,39.2416,93.23091,23.424097,22.250406,0.52970517,1,0,0,1,1
32.640797,32.257385,28.485985,22.35603,13.260725,18.202883,0.3027628,0,0,1,1,1
57.27957,64.78688,83.84119,46.232536,27.5362,10.435148,0.19825305,0,1,1,1,1
11.781843,63.66984,44.06023,5.336133,19.61742,5.497172,0.86046565,1,0,1,1,1
39.63902,32.76222,13.541885,34.014843,9.635835,12.099808,0.38248003,0,0,1,1,1
26.001352,91.202095,97.60006,35.379818,29.739525,6.1363883,0.5833801,1,0,1,1,1
31.305506,29.014929,66.97442,88.84486,29.68139,19.885801,0.40297717,1,1,1,1,1
66.430504,62.40219,93.114044,80.133896,17.769909,28.071058,0.3203575,0,1,1,1,1
47.01208,71.46951,93.637146,25.41408,28.038694,7.3561273,0.2931473,1,1,1,1,1
10.06479,51.248497,88.43438,25.910229,20.927221,13.696341,0.5259468,1,0,0,1,1
8.522978,13.198357,43.144905,46.83151,19.91881,13.340211,0.5866669,1,0,1,1,1
95.062256,91.54955,31.500217,52.229145,14.932918,15.406586,0.2571885,0,1,0,1,1
49.085514,18.59634,50.687874,96.90541,10.6509,29.749031,0.52819073,1,1,0,1,1
31.90149,41.334003,76.89798,25.41242,23.656532,26.176422,0.24730574,0,1,0,1,1
88.426735,92.27326,53.343845,47.865513,20.64217,11.869215,0.26696122,0,0,1,1,1
56.12565,50.608166,40.65095,50.303284,12.393588,17.24983,0.27196997,0,1,1,1,1
27.923048,13.677256,66.0055,99.70047,13.377765,27.805367,0.18537,0,0,1,1,1
40.281013,12.614364,42.37304,97.246025,23.571438,29.630623,0.5776956,1,1,1,1,1
27.832489,48.794376,93.80965,6.8856983,15.41234,9.831172,0.33735108,0,1,1,1,1
47.125416,52.29421,74.52297,50.876842,21.667477,20.951008,0.4556177,1,1,1,1,1
48.5132,37.32197,45.904114,75.261795,18.116978,16.31544,0.43205294,1,0,0,1,1
16.298172,24.338037,48.654125,19.804346,8.445487,6.9417334,0.27440807,0,0,1,1,1
